index,acronym,name,depth,parent_structure_id
16609,MCPC,magnocellular interstitial nucleus of the posterior commissure,11,16607
16610,CoPVs,superficial stratum of CoPV,10,16604
16611,LTV,"lateral terminal nucleus of the accessory optic tract, ventral part",11,16610
16612,p1AVL,ventrolateral part of alar p1,6,16519
111220608,p1AVLv,ventricular zone of p1AVL,9,16612
111220610,p1AVLm,mantle zone of p1AVL,9,16612
16613,p1Lim,liminal part of alar p1,7,16612
16614,p1Limv,ventricular zone of p1Lim,9,16613
16615,p1Limm,mantle zone of p1Lim,9,16613
16616,p1Limp,periventricular stratum of p1Lim,10,16615
16617,p1Lim-PAG,p1Lim part of periaqueductal gray,11,16616
16618,p1Limi,intermediate stratum of p1Lim,10,16615
16619,p1LimRt,reticular formation of p1Lim,11,16618
16621,p1Lims,superficial stratum of p1Lim,10,16615
16622,p1SNL,p1 part of the lateral substantia nigra,11,16621
16623,PtTg,pretectal tegmentum,4,16509
16624,p1B,basal plate of p1,5,16623
16625,p1Bv,ventricular zone of p1B,9,16624
16626,p1Bm,mantle zone of p1B,9,16624
16627,p1Bp,periventricular stratum of p1B,10,16626
16628,p1B-PAG,p1B part of the periaqueductal gray,11,16627
16629,Dk,nucleus of Darkschewitsch,11,16627
16630,p1PEW,p1 part of the pre-Edinger-Westphal nucleus,11,16627
16631,p1Bi,intermediate stratum of p1B,10,16626
16620,InC,interstitial nucleus of Cajal (post-migratory),11,16631
16632,p1BRt,basal reticular formation of p1,11,16631
16633,RPC,"red nucleus, parvicellular part",11,16631
16634,p1PaR,p1 part of the pararubral nucleus,11,16631
16635,p1PBP,p1 part of parabrachial pigmented nucleus,11,16631
16636,p1Bs,superficial stratum of p1B,10,16626
16637,p1MT,p1 part of the medial terminal nucleus of the accessory optic tract,11,16636
16638,p1SNC,p1 part of the substantia nigra compacta,11,16636
16639,p1SNR,p1 part of the substantia nigra reticulata,11,16636
16640,p1PN,p1 portion of the paranigral nucleus,11,16636
16641,p1F,floor plate of p1,5,16623
16642,p1Fv,ventricular zone of p1F,9,16641
16643,p1Fm,mantle zone of p1F,9,16641
16644,p1Fp,periventricular stratum of p1F,10,16643
16645,p1F-PAG,p1F part of periaqueductal gray,11,16644
16646,p1Fi,intermediate stratum of p1F,10,16643
16647,p1Fs,superficial stratum of p1F,10,16643
16648,p1VTA,p1 part of the ventral tegmental area,11,16647
16649,M,midbrain,1,15565
16650,m1,mesomere 1,3,16649
16651,MTt,collicular (rostral) midbrain tectum,4,16650
16652,m1R,roof plate of m1,5,16651
16653,m1Rv,ventricular zone of m1R,9,16652
16654,m1Rm,mantle zone of m1R,9,16652
114403703,m1Rp,periventricular stratum of m1R,10,16654
114403707,m1Ri,intermediate stratum of m1R,10,16654
114403711,m1Rs,superficial stratum of m1R,10,16654
16655,BTGC,bed of the tectal gray commissure,11,16654
16656,BTC,bed of the tectal commissure,11,16654
16657,BICC,bed of the intercollicular commissure,11,16654
16658,m1A,alar plate of m1,5,16651
16659,m1AD,dorsal part of m1A,6,16658
16660,m1ADv,ventricular zone of m1AD,9,16659
16661,m1ADm,mantle zone of m1AD,9,16659
16662,m1ADp,periventricular stratum of m1AD,10,16661
16663,m1AD-PAG,m1AD (DM) part of periaqueductal gray,11,16662
16664,m1ADi,intermediate stratum of m1AD,10,16661
16665,m1VPaC,"ventral paracommissural tectal nucleus, m1 part",11,16664
16666,m1ADs,superficial stratum of m1AD,10,16661
16667,m1DPaC,"dorsal paracommissural tectal nucleus, m1 part",11,16666
16668,m1ADL,dorsolateral part of m1A,6,16658
16669,TG,tectal gray formation,7,16668
16670,TGv,ventricular zone of TG,9,16669
16671,TGm,mantle zone of TG,9,16669
16672,TGp,periventricular stratum of TG,10,16671
16673,TGDL-PAG,dorsolateral TG part of the periaqueductal gray,11,16672
16674,TGi,intermediate stratum of TG,10,16671
16675,TGC,central layers of TG,11,16674
16676,TGs,superficial stratum of TG,10,16671
16677,TGS,superficial layers of TG,11,16676
16678,SC,colliculus superior,7,16668
16679,SCv,ventricular zone of SC,9,16678
16680,SCm,mantle zone of SC,9,16678
16681,SCp,periventricular stratum of SC,10,16680
16682,SCDL-PAG,dorsolateral SC part of the periaqueductal gray,11,16681
16683,DpWh,deep white layer of SC,11,16681
16684,SCi,intermediate stratum of SC,10,16680
16685,DpG,deep gray layer of SC,11,16684
16686,InWh,intermediate white layer of SC,11,16684
16687,InG,intermediate gray layer of SC,11,16684
16688,SCs,superficial stratum of SC,10,16680
16689,Op,optic fiber layer of SC,11,16688
16690,SuG,superficial gray layer of SC,11,16688
16691,Zo,zonal layer of SC,11,16688
16692,IC,inferior colliculus,7,16668
16693,ICv,ventricular zone of IC,9,16692
16694,ICm,mantle zone of IC,9,16692
16695,ICp,periventricular stratum of IC,10,16694
16696,ICDL-PAG,dorsolateral IC periaqueductal gray,11,16695
16697,ICi,intermediate stratum of IC,10,16694
16698,CIC,central nucleus of the inferior colliculus,11,16697
112892281,IIC,intermediate nucleus of the inferior colliculus,11,16697
16699,ICs,superficial stratum of IC,10,16694
16700,ICIC,internal cortical nucleus of inferior colliculus,11,16699
16701,DCIC,dorsal cortical nucleus of inferior colliculus,11,16699
16702,ECIC,external cortical nucleus of inferior colliculus,11,16699
16703,m1AL,lateral part of alar m1,6,16658
16704,m1ALv,ventricular zone of m1AL,9,16703
16705,m1ALm,mantle zone of m1AL,9,16703
16706,m1ALp,periventricular stratum of m1AL,10,16705
16707,TGL-PAG,lateral TG part of the periaqueductal gray,11,16706
16708,SCL-PAG,lateral SC part of the periaqueductal gray,11,16706
16709,ICL-PAG,lateral IC periaqueductal gray,11,16706
16710,m1ALi,intermediate stratum of m1AL,10,16705
16711,ICBR,"nucleus of the inferior collicular brachium, rostral part",11,16710
16712,ICBC,"nucleus of the inferior collicular brachium, caudal part",11,16710
16713,m1ALs,superficial stratum of m1AL,10,16705
16714,SubBR,"subbrachial nucleus, rostral part",11,16713
16715,SubBC,"subbrachial nucleus, caudal part",11,16713
16716,m1AVL,ventrolateral part of alar m1,6,16658
16717,m1Lim,liminal alar domain of m1,7,16716
16718,m1Limv,ventricular zone of m1Lim,9,16717
16719,m1Limm,mantle zone of m1Lim,9,16717
16720,m1Limp,periventricular stratum of m1Lim,10,16719
16721,m1Lim-PAG,m1Lim (VL) part of the periaqueductal gray,11,16720
16722,m1Limi,intermediate stratum of m1Lim,10,16719
16723,m1LimRt,m1Lim part of the midbrain reticular formation,11,16722
16724,m1Lims,superficial stratum of m1Lim,10,16719
16725,MTg,m1 (rostral) midbrain tegmentum,4,16650
16726,m1B,basal plate of m1,5,16725
16727,m1Bv,ventricular zone of m1B,9,16726
16728,m1Bm,mantle zone of m1B,9,16726
16729,m1Bp,periventricular stratum of m1B,10,16728
16730,m1B-PAG,m1B part of the periaqueductal gray,11,16729
16731,m1PEW,m1 part of the pre-Edinger-Westphal nucleus,11,16729
16732,m1Bi,intermediate stratum of m1B,10,16728
16748,RLi,rostral linear nucleus,11,16732
16733,3EW,"oculomotor nucleus, Edinger-Westphal subnucleus",11,16732
16734,3M,"oculomotor nucleus, main part",11,16732
16735,m1BRt,medial basal reticular formation of m1,11,16732
16736,m1PaR,"pararubral nucleus, m1 part",11,16732
16737,RMC,"red nucleus, magnocellular part",11,16732
16738,m1Bs,superficial stratum of m1B,10,16728
16739,m1PN,m1 part of paranigral nucleus,11,16738
16740,m1SNC,"substantia nigra compacta, m1 part",11,16738
16741,m1SNR,"substantia nigra reticulata, m1 part",11,16738
112892283,m1PBP,m1 part of parabrachialis pigmentosus,11,16738
16742,m1F,floor plate of m1,5,16725
16743,m1Fv,ventricular zone of m1F,9,16742
16744,m1Fm,mantle zone of m1F,9,16742
16745,m1Fp,periventricular stratum of m1F,10,16744
16746,m1F-PAG,m1F part of the periaqueductal gray,11,16745
16747,m1Fi,intermediate stratum of m1F,10,16744
16749,m1Fs,superficial stratum of m1F,10,16744
16750,m1VTA,"ventral tegmental area, m1 part",11,16749
16751,m2,mesomere 2 (preisthmus or caudal midbrain),3,16649
16752,PIsTt,preisthmic midbrain tectum,4,16751
16753,m2R,m2 roof,5,16752
112892285,m2Rv,ventricular zone of m2R,9,16753
112892287,m2Rm,mantle zone of m2R,9,16753
112892289,m2Rp,periventricular stratum of m2R,10,112892287
112892291,m2Ri,intermediate stratum of m2R,10,112892287
112892293,m2Rs,superficial stratum of m2R,10,112892287
16754,m2A,m2 alar plate,5,16752
16755,m2AD,dorsal part of m2A,6,16754
16756,m2ADv,ventricular zone of m2AD,9,16755
16757,m2ADm,mantle zone of m2AD,9,16755
16758,m2ADp,periventricular stratum of m2AD,10,16757
16759,PIsD-PAG,dorsal preisthmic part of periaqueductal gray,11,16758
16760,m2ADi,intermediate stratum of m2AD,10,16757
112892295,m2VPaC,"ventral paracommissural tectal nucleus, m2 part",11,16760
16761,m2ADs,superficial stratum of m2AD,10,16757
112892297,m2DPaC,"dorsal paracommissural tectal nucleus, m2 part",11,16761
16762,m2ADL,dorsolateral part of m2A,6,16754
16763,m2ADLv,ventricular zone of m2ADL,9,16762
16764,m2ADLm,mantle zone of m2ADL,9,16762
16765,m2ADLp,periventricular stratum of m2ADL,10,16764
16766,PIsDL-PAG,dorsolateral preisthmic part of periaqueductal gray,11,16765
16767,m2ADLi,intermediate stratum of m2ADL,10,16764
16768,SagD,"nucleus sagulum, deep part",11,16767
16769,m2ADLs,superficial stratum of m2ADL,10,16764
16770,SagS,"nucleus sagulum, superficial part",11,16769
16771,m2AL,lateral part of m2A,6,16754
16772,m2ALv,ventricular zone of m2AL,9,16771
16773,m2ALm,mantle zone of m2AL,9,16771
16774,m2ALp,periventricular stratum of m2AL,10,16773
16775,PIsL-PAG,lateral part of preisthmic periaqueductal gray,11,16774
16776,m2ALi,intermediate stratum of m2AL,10,16773
16777,CnF,cuneiform nucleus,11,16776
16778,m2ALs,superficial stratum of m2AL,10,16773
16779,CnFS,superficial cuneiform nucleus,11,16778
16780,m2AVL,ventrolateral part of m2A,6,16754
16781,m2Lim,liminal alar domain of m2,7,16780
16782,m2Limv,ventricular zone of m2Lim,9,16781
16783,m2Limm,mantle zone of m2Lim,9,16781
16784,m2Limp,periventricular stratum of m2Lim,10,16783
16785,m2Lim-PAG,liminal periaqueductal gray of m2,11,16784
16786,m2Limi,intermediate stratum of m2Lim,10,16783
16787,SCnF,subcuneiform nucleus,11,16786
16788,m2LimRt,liminal reticular formation of m2,11,16786
16789,m2Lims,superficial stratum of m2Lim,10,16783
16790,PIsTg,preisthmic tegmentum,4,16751
16791,m2B,m2 basal plate,5,16790
16792,m2Bv,ventricular zone of m2B,9,16791
16793,m2Bm,mantle zone of m2B,9,16791
16794,m2Bp,periventricular stratum of m2B,10,16793
16795,m2B-PAG,basal m2 periaqueductal gray,11,16794
16796,m2DR,m2 part of the dorsal raphe nucleus,11,16794
16797,m2Bi,intermediate stratum of m2B,10,16793
16798,m2BRt,reticular formation of basal m2,11,16797
16799,m2PaR,m2 part of pararubral nucleus,11,16797
16800,m2Bs,superficial stratum of m2B,10,16793
16801,m2PN,m2 part of paranigral nucleus,11,16800
16802,m2PBP,m2 part of nucleus parabrachialis pigmentosus,11,16800
16803,m2SNC,m2 part of substantia nigra compacta,11,16800
16804,m2SNR,m2 part of substantia nigra reticulata,11,16800
16805,m2F,m2 floor plate,5,16790
112892299,m2Fv,ventricular zone of m2F,9,16805
112892301,m2Fm,mantle zone of m2F,9,16805
112892303,m2Fp,periventricular stratum of m2F,10,112892301
112892305,m2Fi,intermediate stratum of m2F,10,112892301
112892307,m2Fs,superficial stratum of m2F,10,112892301
16806,m2VTA,m2 part of VTA,11,112892307
16807,IF,interfascicular nucleus,11,112892307
16808,H,hindbrain,1,15565
16809,PPH,prepontine hindbrain,2,16808
16810,is,isthmus,3,16809
16811,isR,isthmic roof plate,5,16810
16812,isRv,ventricular zone of isR,9,16811
114403715,isRm,mantle zone of isR,9,16811
114403719,isRp,periventricular stratum of isR,10,114403715
114403723,isRi,intermediate stratum of isR,10,114403715
114403727,isRs,superficial stratum of isR,10,114403715
16813,isA,isthmic alar plate,5,16810
16814,CbV,cerebellar vermis,7,16813
16815,CbVLip,rhombic lip of cerebellar vermis,12,16814
16816,CbV-EGL,external granular layer of CbV,12,16814
16817,CbVv,ventricular zone of cerebellar vermis,9,16814
16818,CbVm,mantle zone of cerebellar vermis,9,16814
16819,CbVp,periventricular stratum of cerebellar vermis,10,16818
16820,CbVWM,white matter of cerebellar vermis,11,16819
16821,CbVi,intermediate stratum of cerebellar vermis,10,16818
16822,CbVN,cerebellar nuclei of CbV,11,16821
16823,Med,medial (fastigial) cerebellar nucleus,12,16822
16824,MedM,medial (main) part of Med,13,16823
16825,MedL,lateral part of Med,13,16823
16826,MedDL,dorsolateral part of Med,13,16823
16827,isVeCb,isthmic vestibulocerebellar nucleus,11,16821
16828,CbVs,superficial stratum of cerebellar vermis,10,16818
16829,CbVCx,cortex of cerebellar vermis,11,16828
16830,1Cb,lobule 1 of cerebellar vermis,12,16829
16831,2Cb,lobule 2 of cerebellar vermis,12,16829
16832,3Cb,lobule 3 of cerebellar vermis,12,16829
16833,4Cb,lobule 4 of cerebellar vermis,12,16829
16834,5Cb,lobule 5 of cerebellar vermis,12,16829
16835,6Cb,lobule 6 of cerebellar vermis,12,16829
16836,7Cb,lobule 7 of cerebellar vermis,12,16829
16837,8Cb,lobule 8 of cerebellar vermis,12,16829
16838,9Cb,lobule 9 of cerebellar vermis,12,16829
16839,10Cb,lobule 10 of cerebellar vermis,12,16829
16840,MolV,molecular layer of CbVCx,12,16829
16841,PkV,Purkinje cell layer of CbVCx,12,16829
16842,IGrV,internal granular layer of CbVCx,12,16829
16843,isADL,dorsolateral (non-cerebellar) part of isA,6,16813
111220612,isADLv,ventricular zone of isADL,9,16843
111220614,isADLm,mantle zone of isADL,9,16843
112892309,isADLp,periventricular stratum of isADL,10,111220614
112892311,isADLi,intermediate stratum of isADL,10,111220614
112892313,isADLs,superficial stratum of isADL,10,111220614
16844,PBC,parabrachial complex,7,16843
16845,PBv,ventricular zone of the PBC,9,16844
16846,PBm,mantle zone of the PBC,9,16844
16847,PBp,periventricular stratum of the PBC,10,16846
16848,PB-PAG,parabrachial part of the periaqueductal gray,11,16847
16849,PBi,intermediate stratum of the PBC,10,16846
16850,MPB,medial parabrachial nucleus,11,16849
16851,PBs,superficial stratum of the PBC,10,16846
16852,LPB,lateral parabrachial nucleus,11,16851
16853,KF,Koelliker-Fuse nucleus,11,16851
16854,Ist,isthmus proper,7,16843
16855,Istv,ventricular zone of Ist,9,16854
16856,Istm,mantle zone of Ist,9,16854
16857,Istp,periventricular stratum of Ist,10,16856
16858,Ist-PAG,isthmic part of the periaqueductal gray,11,16857
16859,Isti,intermediate stratum of Ist,10,16856
16860,DLL,dorsal nucleus of the lateral lemniscus,11,16859
16861,Ists,superficial stratum of Ist,10,16856
16862,PBG,parabigeminal nucleus,11,16861
16863,PeLA,perilemniscal isthmic area,11,16861
16864,isAVL,ventrolateral part of isA,6,16813
16865,isLim,liminal part of alar isthmus,7,16864
16866,isLimv,ventricular zone of isLim,9,16865
16867,isLimm,mantle zone of isLim,9,16865
16868,isLimp,periventricular stratum of isLim,10,16867
16869,isLim-PAG,isthmic liminal part of the periaqueductal gray,11,16868
16870,isMes5,isthmic part of mesencephalic trigeminal nucleus,11,16868
16871,isLimi,intermediate stratum of isLim,10,16867
16872,MiTg,microcellular tegmental nucleus,11,16871
16873,isLimRt,isthmic liminal reticular area,11,16871
16874,isLims,superficial stratum of isLim,10,16867
16875,isILL,isthmic part of the intermediate lateral lemniscal nucleus,11,16874
16886,isPaL,paralemniscal isthmic area,11,16874
16876,isB,isthmic basal plate,5,16810
111220616,isBv,ventricular zone of isB,9,16876
111220618,isBm,mantle zone of isB,9,16876
16877,isBL,lateral part of the isB,7,16876
16878,isBLv,ventricular zone of isBL,9,16877
16879,isBLm,mantle zone of isBL,9,16877
16880,isBLp,periventricular stratum of isBL,10,16879
16881,isDRDL,dorsolateral isthmic part of the dorsal raphe nucleus,11,16880
112892315,isDRW,lateral wings of the dorsal raphe nucleus,11,16880
16882,isBLi,intermediate stratum of isBL,10,16879
16883,isBLRt,isthmic part of basolateral isthmic reticular formation,11,16882
16884,RRF,retrorubral field,11,16882
16885,isBLs,superficial stratum of isBL,10,16879
16887,isBI,intermediate part of isB,7,16877
16888,isBIv,ventricular zone of isBI,9,16887
16889,isBIm,mantle zone of isBI,9,16887
16890,isBIp,periventricular stratum of isBI,10,16889
16891,isDRI,intermediate isthmic part of the dorsal raphe nucleus,11,16890
16892,isMDTg,isthmic part of mediodorsal tegmental nucleus,11,16890
16893,isBIi,intermediate stratum of isBI,10,16889
16894,isBIRt,basointermediate isthmic reticular formation,11,16893
16895,isBIs,superficial stratum of isBI,10,16889
16896,isSNR,"substantia nigra reticulata, isthmic part",11,16895
16897,isBM,medial part of the isB,7,16877
16898,isBMv,ventricular zone of isBM,9,16897
16899,isBMm,mantle zone of isBM,9,16897
16900,isBMp,periventricular mantle of isBM,10,16899
16901,isDRV,ventral isthmic part of dorsal raphe nucleus,11,16900
16902,isBMi,intermediate mantle of isBM,10,16899
16903,4M,trochlear nucleus,11,16902
16904,4Sh,trochlear shell,11,16902
16905,Pa4,paratrochlear nucleus,11,16902
16906,CLi,caudal linear (raphe) nucleus,11,16902
16907,isBMs,superficial mantle of isBM,10,16899
16908,isSNC,"substantia nigra compacta, isthmic part",11,16907
16909,IPPr,"interpeduncular nucleus, prodromal part",11,16907
16910,isPN,isthmic portion of paranigral nucleus,11,16907
16911,isF,isthmic floor plate,5,16810
16912,isFv,ventricular zone of isF,9,16911
16913,isFm,mantle zone of isF,9,16911
112892317,isFp,periventricular stratum of isF,10,16913
112892319,isFi,intermediate stratum of isF,10,16913
112892321,isFs,superficial stratum of isF,10,16913
126531028,MnIPPr,median part of IPPr,11,112892321
16914,isVTA,"ventral tegmental area, isthmic part",11,112892321
16915,r1,rhombomere 1,3,16809
16916,r1R,r1 roof plate,5,16915
16917,CbCh,cerebellar choroid tela,11,16916
16918,r1RhL,rhombic lip of r1R,11,16916
16919,r1A,r1 alar plate,5,16915
111220620,r1Av,ventricular zone of r1A,9,16919
111220622,r1Am,mantle zone of r1A,9,16919
16920,CbH,cerebellar hemisphere,7,16919
16921,CbH-EGL,external granular layer of CbH,11,16920
16922,CbHv,ventricular zone of CbH,9,16920
16923,CbHLip,rhombic lip of CbH,11,16922
16924,CbHm,mantle zone of CbH,9,16920
16925,CbHp,periventricular stratum of CbH,10,16924
16926,CbHWM,cerebellar white matter,11,16925
16927,CbHi,intermediate stratum of CbH,10,16924
16928,CbHN,cerebellar nuclei of CbH,11,16927
16929,Int,intermediate (interpositus) cerebellar nucleus,12,16928
16930,IntA,anterior part of Int,13,16929
16931,IntDL,dorsolateral part of Int,13,16929
16932,IntP,posterior part of Int,13,16929
16933,Lat,lateral (dentate) cerebellar nucleus,12,16928
16934,LatDL,dorsolateral part of Lat,13,16933
16935,LatPC,parvicellular part of Lat,13,16933
16936,r1VeCb,r1 part of vestibulocerebellar nucleus,11,16927
16937,A4,A4 noradrenergic cell group,11,16927
16938,CbHs,superficial stratum of cerebellar hemisphere,10,16924
16939,CbHCx,cortex of cerebellar hemisphere,11,16938
16940,Sim,simple lobule,12,16939
16941,Crus1,crus 1 of the ansiform lobule,12,16939
16942,Crus2,crus 2 of the ansiform lobule,12,16939
16943,PM,paramedian lobule,12,16939
16944,Cop,copula of the pyramis,12,16939
16945,PFl,paraflocculus,12,16939
16946,Fl,flocculus,12,16939
16947,MolH,molecular layer of CbHCx,12,16939
16948,PkH,Purkinje cell layer of CbHCx,12,16939
16949,IGrH,internal granular layer of CbHCx,12,16939
16950,r1Ve,r1 part of vestibular sensory column,7,16919
16951,r1Vev,ventricular zone of r1Ve,9,16950
16952,r1Vem,mantle zone of r1Ve,9,16950
111220624,r1Vep,periventricular stratum of r1Ve,10,16952
124372424,r1Y,r1 part of vestibular nucleus Y,11,111220624
111220626,r1Vei,intermediate stratum of r1Ve,10,16952
16953,r1SuVe,r1 part of superior vestibular nucleus,11,111220626
111220628,r1Ves,superficial stratum of r1Ve,10,16952
16954,r1Tr,r1 part of trigeminal sensory column,7,16919
16955,r1Trv,ventricular zone of r1Tr,9,16954
16956,r1Trm,mantle zone of r1Tr,9,16954
111220630,r1Trp,periventricular stratum of r1Tr,10,16956
111220632,r1Tri,intermediate stratum of r1Tr,10,16956
16958,r1DPCRt,r1 part of dorsal parvicellular reticular formation,11,111220632
111220634,r1Trs,superficial stratum of r1Tr,10,16956
16957,r1Pr5,r1 part of principal trigeminal sensory nucleus,11,111220634
16959,r1Lim,liminal part of alar r1,7,16919
16960,r1Limv,ventricular zone of r1Lim,9,16959
16961,r1Limm,mantle zone of r1Lim,9,16959
111220636,r1Limp,periventricular stratum of r1Lim,10,16961
16963,r1LimCG,r1 liminal central gray,11,111220636
16964,LDTg,laterodorsal tegmental nucleus,11,111220636
16966,r1Mes5,r1 part of the 'mesencephalic' trigeminal nucleus,11,111220636
111220638,r1Limi,intermediate stratum of r1Lim,10,16961
16962,r1VPCRt,r1 part of ventral parvicellular reticular formation,11,111220638
111220640,r1Lims,superficial stratum of r1Lim,10,16961
16965,PPTg,pedunculopontine tegmental nucleus,11,111220640
16967,r1B,r1 basal plate,5,16915
111220642,r1Bv,ventricular zone of r1B,9,16967
111220644,r1Bm,mantle zone of r1B,9,16967
16968,r1BL,lateral part of r1B,7,16967
16969,r1BLv,ventricular zone of r1BL,9,16968
16970,r1BLm,mantle zone of r1BL,9,16968
16971,r1BLp,periventricular stratum of r1BL,10,16970
124372428,r1BLIZ,r1 part of basolateral intermediate zone,11,16971
16972,LC,locus coeruleus,11,16971
16973,Bar,nucleus of Barrington,11,16971
16974,NPS,neuropeptide-S nucleus,11,16971
16975,r1BLi,intermediate stratum of r1BL,10,16970
16976,r1CG,r1 part of central gray,11,16975
16977,Su5,supratrigeminal nucleus,11,16975
16978,r1BLRt,r1 part of basolateral reticular formation,11,16975
16981,r1BLs,superficial stratum of r1BL,10,16970
16979,r1MPL,r1 part of medial paralemniscal nucleus,11,16981
16980,r1LPaL,r1 part of lateral paralemniscal nucleus,11,16981
16982,r1ILL,r1 part of intermediate nucleus of the lateral lemniscus,11,16981
16983,RR,retrorubral nucleus (superficial part of PPTg),11,16981
16984,r1BI,intermediate part of r1B,7,16967
16985,r1BIv,ventricular zone of r1BI,9,16984
16986,r1BIm,mantle zone of r1BI,9,16984
16987,r1BIp,periventricular stratum of r1BI,10,16986
16988,r1BICG,r1 part of basointermediate central gray,11,16987
16989,r1MDTg,r1 part of mediodorsal tegmental nucleus,11,16987
124372436,r1BIIZ,r1 part of BI intermediate zone,11,16987
16990,r1BIi,intermediate stratum of r1BI,10,16986
16991,r1BIRt,r1 part of basointermediate reticular formation,11,16990
16992,r1SubC,"nucleus subcoeruleus, r1 part",11,16990
16993,r1BIs,superficial stratum of r1BI,10,16986
124372440,r1LPn,r1 part of lateral pontine nuclei,11,16993
16994,r1BM,medial part of r1B,7,16967
16995,r1BMv,ventricular zone of r1BM,9,16994
16996,r1BMm,mantle zone of r1BM,9,16994
16997,r1BMp,periventricular stratum of r1BM,10,16996
16998,r1DR,r1 part of dorsal raphe nucleus,11,16997
16999,Sph,sphenoid nucleus,11,16997
17000,DTg,dorsal tegmental nucleus,11,16997
17001,DTgC,core part of DTg,12,17000
17002,DTgS,shell part of DTg,12,17000
17003,r1BMCG,r1 basomedial central gray,11,16997
17004,r1BMi,intermediate stratum of r1BM,10,16996
17005,IPA,apical interpeduncular nucleus,11,17004
17006,Rbd,rhabdoid interpeduncular nucleus,11,17004
17007,VTg,ventral tegmental nucleus,11,17004
17008,ATg,anterior tegmental nucleus,11,17004
17009,PTg,posterior tegmental nucleus,11,17004
17010,r1PMnR,r1 part of paramedian raphe nucleus,11,17004
17011,r1MnR,r1 part of median raphe nucleus,11,17004
17012,r1BMRt,r1 part of basomedial reticular formation,11,17004
17013,r1BMs,superficial stratum of r1BM,10,16996
17014,IPR,rostral interpeduncular nucleus,11,17013
17015,IPDM,dorsomedial interpeduncular nucleus,12,17014
17016,IPDL,dorsolateral interpeduncular nucleus,12,17014
17017,IPRL,rostrolateral interpeduncular nucleus,12,17014
17018,IPC,caudal interpeduncular nucleus,11,17013
17019,IPCDM,caudodorsomedial interpeduncular nucleus,12,17018
17020,IPCDL,caudodorsolateral interpeduncular nucleus,12,17018
17021,IPCL,caudolateral interpeduncular nucleus,12,17018
17022,r1F,r1 floor plate,5,16915
112892323,r1Fv,ventricular zone of r1F,9,17022
112892325,r1Fm,mantle zone of r1F,9,17022
112892327,r1Fp,periventricular stratum of r1F,10,112892325
112892329,r1Fi,intermediate stratum of r1F,10,112892325
112892331,r1Fs,superficial stratum of r1F,10,112892325
124372444,MnIPR,median part of IPR,11,112892331
124372448,MnIPC,median part of IPC,11,112892331
17023,r2,rhombomere 2,3,16809
17024,r2R,r2 roof plate,5,17023
17025,r2A,r2 alar plate,5,17023
111220646,r2Av,ventricular zone of r2A,9,17025
111220648,r2Am,mantle zone of r2A,9,17025
17026,r2Co,r2 part of cochlear sensory column,7,17025
17027,r2Cov,ventricular zone of r2Co,9,17026
17028,r2Com,mantle zone of r2Co,9,17026
111220650,r2Cop,periventricular stratum of r2Co,10,17028
17029,r2DC,r2 part of dorsal cochlear nucleus,11,111220650
111220652,r2Coi,intermediate stratum of r2Co,10,17028
111220654,r2Cos,superficial stratum of r2Co,10,17028
17030,r2AVC,r2 part of anteroventral cochlear nucleus,11,111220654
17031,r2Ve,r2 part of vestibular sensory column,7,17025
17032,r2Vev,ventricular zone of r2Ve,9,17031
17033,r2Vem,mantle zone of r2Ve,9,17031
111220656,r2Vep,periventricular stratum of r2Ve,10,17033
124372452,r2Y,r2 part of vestibular nucleus Y,11,111220656
111220658,r2Vei,intermediate stratum of r2Ve,10,17033
17034,r2SuVe,r2 part of superior vestibular nucleus,11,111220658
111220660,r2Ves,superficial stratum of r2Ve,10,17033
17036,r2Tr,r2 part of trigeminal sensory column,7,17025
17037,r2Trv,ventricular zone of r2Tr,9,17036
17038,r2Trm,mantle zone of r2Tr,9,17036
111220662,r2Trp,periventricular stratum of r2Tr,10,17038
111220664,r2Tri,intermediate stratum of r2Tr,10,17038
17040,r2-5Tr,r2 part of trigeminal transition zone,11,111220664
17041,r2DPCRt,r2 part of dorsal parvicellular reticular formation,11,111220664
111220666,r2Trs,superficial stratum of r2Tr,10,17038
17039,r2Pr5,r2 part of principal trigeminal sensory nucleus,11,111220666
17042,r2Lim,liminal part of r2 alar plate,7,17025
17043,r2Limv,ventricular zone of r2Lim,9,17042
17044,r2Limm,mantle zone of r2Lim,9,17042
111220668,r2Limp,periventricular stratum of r2Lim,10,17044
17050,r2LimCG,r2 liminal central gray,11,111220668
111220670,r2Limi,intermediate stratum of r2Lim,10,17044
17051,r2VPCRt,r2 part of the ventral parvicellular reticular formation,11,111220670
111220672,r2Lims,superficial stratum of r2Lim,10,17044
17045,r2-5M,r2 part of the trigeminal motor nucleus,11,111220672
17046,5Te,temporal muscle trigeminal motor cell group,12,17045
17047,5Ma,masseter muscle trigeminal motor cell group,12,17045
17048,5Pt,pterigoid muscle trigeminal motor cell group,12,17045
17049,5TT,temporotympanic muscle trigeminal motor cell group,12,17045
17052,A7,A7 noradrenergic cell group,11,111220672
17053,r2B,r2 basal plate,5,17023
111220674,r2Bv,ventricular zone of r2B,9,17053
111220676,r2Bm,mantle zone of r2B,9,17053
17054,r2BL,lateral part of r2B,7,17053
17055,r2BLv,ventricular zone of r2BL,9,17054
17056,r2BLm,mantle zone of r2BL,9,17054
17057,r2BLp,periventricular stratum of r2BL,10,17056
